1,2,10000,100,4
1,18,10000,100,4
1,0,904,100,4
1,0,975,100,4
1,24,10000,100,4
2,0,182,100,4
2,36,10000,100,4
2,42,10000,100,4
2,0,9060,100,4
2,8,10000,100,4
3,0,827,100,4
3,0,713,100,4
3,0,1096,100,4
3,0,6146,100,4
3,8,10000,100,4
4,4,10000,100,4
4,16,10000,100,4
4,4,10000,100,4
4,50,10000,100,4
4,16,10000,100,4
5,0,1839,100,4
5,6,10000,100,4
5,0,1956,100,4
5,2,10000,100,4
5,38,10000,100,4
1,50,10000,100,3
1,58,10000,100,3
1,54,10000,100,3
1,58,10000,100,3
1,62,10000,100,3
2,56,10000,100,3
2,22,10000,100,3
2,52,10000,100,3
2,56,10000,100,3
2,88,10000,100,3
3,36,10000,100,3
3,12,10000,100,3
3,30,10000,100,3
3,46,10000,100,3
3,20,10000,100,3
4,54,10000,100,3
4,60,10000,100,3
4,48,10000,100,3
4,60,10000,100,3
4,40,10000,100,3
5,62,10000,100,3
5,66,10000,100,3
5,36,10000,100,3
5,62,10000,100,3
5,38,10000,100,3
1,0,2160,90,4
1,2,10000,90,4
1,0,7271,90,4
1,0,6152,90,4
1,30,10000,90,4
2,0,585,90,4
2,8,10000,90,4
2,0,456,90,4
2,4,10000,90,4
2,0,9581,90,4
3,0,891,90,4
3,0,283,90,4
3,0,1194,90,4
3,2,10000,90,4
3,2,10000,90,4
4,0,692,90,4
4,0,2621,90,4
4,0,734,90,4
4,8,10000,90,4
4,0,674,90,4
5,0,594,90,4
5,8,10000,90,4
5,2,10000,90,4
5,6,10000,90,4
5,12,10000,90,4
1,28,10000,90,3
1,42,10000,90,3
1,32,10000,90,3
1,64,10000,90,3
1,32,10000,90,3
2,26,10000,90,3
2,46,10000,90,3
2,38,10000,90,3
2,28,10000,90,3
2,26,10000,90,3
3,42,10000,90,3
3,52,10000,90,3
3,20,10000,90,3
3,52,10000,90,3
3,40,10000,90,3
4,40,10000,90,3
4,62,10000,90,3
4,58,10000,90,3
4,32,10000,90,3
4,48,10000,90,3
5,38,10000,90,3
5,36,10000,90,3
5,38,10000,90,3
5,48,10000,90,3
5,26,10000,90,3
1,14,10000,80,4
1,8,10000,80,4
1,2,10000,80,4
1,0,3917,80,4
1,0,2663,80,4
2,0,322,80,4
2,26,10000,80,4
2,0,445,80,4
2,0,1381,80,4
2,0,192,80,4
3,2,10000,80,4
3,16,10000,80,4
3,0,222,80,4
3,0,382,80,4
3,12,10000,80,4
4,8,10000,80,4
4,16,10000,80,4
4,0,1225,80,4
4,20,10000,80,4
4,36,10000,80,4
5,0,2067,80,4
5,0,280,80,4
5,2,10000,80,4
5,18,10000,80,4
5,2,10000,80,4
1,28,10000,80,3
1,60,10000,80,3
1,42,10000,80,3
1,58,10000,80,3
1,40,10000,80,3
2,44,10000,80,3
2,22,10000,80,3
2,44,10000,80,3
2,30,10000,80,3
2,32,10000,80,3
3,44,10000,80,3
3,40,10000,80,3
3,42,10000,80,3
3,34,10000,80,3
3,16,10000,80,3
4,54,10000,80,3
4,66,10000,80,3
4,38,10000,80,3
4,58,10000,80,3
4,56,10000,80,3
5,80,10000,80,3
5,30,10000,80,3
5,74,10000,80,3
5,50,10000,80,3
5,56,10000,80,3
1,0,753,70,4
1,0,535,70,4
1,0,150,70,4
1,0,1166,70,4
1,2,10000,70,4
2,8,10000,70,4
2,4,10000,70,4
2,0,8157,70,4
2,4,10000,70,4
2,18,10000,70,4
3,0,196,70,4
3,0,321,70,4
3,0,150,70,4
3,0,362,70,4
3,6,10000,70,4
4,0,6873,70,4
4,6,10000,70,4
4,2,10000,70,4
4,30,10000,70,4
4,10,10000,70,4
5,0,743,70,4
5,0,1437,70,4
5,4,10000,70,4
5,10,10000,70,4
5,20,10000,70,4
1,32,10000,70,3
1,52,10000,70,3
1,52,10000,70,3
1,58,10000,70,3
1,78,10000,70,3
2,34,10000,70,3
2,26,10000,70,3
2,30,10000,70,3
2,26,10000,70,3
2,24,10000,70,3
3,18,10000,70,3
3,46,10000,70,3
3,24,10000,70,3
3,12,10000,70,3
3,26,10000,70,3
4,36,10000,70,3
4,26,10000,70,3
4,40,10000,70,3
4,36,10000,70,3
4,46,10000,70,3
5,34,10000,70,3
5,44,10000,70,3
5,38,10000,70,3
5,34,10000,70,3
5,52,10000,70,3
1,0,106,60,4
1,2,10000,60,4
1,2,10000,60,4
1,4,10000,60,4
1,8,10000,60,4
2,0,422,60,4
2,0,509,60,4
2,0,1594,60,4
2,0,344,60,4
2,6,10000,60,4
3,2,10000,60,4
3,0,144,60,4
3,0,9035,60,4
3,0,2605,60,4
3,0,7044,60,4
4,0,379,60,4
4,10,10000,60,4
4,0,2806,60,4
4,0,6165,60,4
4,0,850,60,4
5,4,10000,60,4
5,2,10000,60,4
5,0,154,60,4
5,0,2117,60,4
5,2,10000,60,4
1,22,10000,60,3
1,40,10000,60,3
1,30,10000,60,3
1,48,10000,60,3
1,20,10000,60,3
2,10,10000,60,3
2,24,10000,60,3
2,14,10000,60,3
2,6,10000,60,3
2,18,10000,60,3
