1,70,31,100,3
2,99,4,100,3
3,75,25,100,3
4,93,8,100,3
5,94,7,100,3
1,83,9,90,3
2,69,22,90,3
3,88,5,90,3
4,69,23,90,3
5,77,14,90,3
1,57,24,80,3
2,68,13,80,3
3,60,21,80,3
4,78,3,80,3
5,70,11,80,3
1,58,13,70,3
2,49,22,70,3
3,59,12,70,3
4,56,16,70,3
5,46,25,70,3
1,44,17,60,3
2,44,18,60,3
3,43,18,60,3
4,39,22,60,3
5,49,12,60,3
1,40,11,50,3
2,34,17,50,3
3,43,8,50,3
4,40,12,50,3
5,45,6,50,3
1,34,7,40,3
2,32,9,40,3
3,32,10,40,3
4,32,9,40,3
5,36,5,40,3
1,27,6,30,3
2,22,10,30,3
3,22,9,30,3
4,20,12,30,3
5,25,6,30,3
1,17,4,20,3
2,18,3,20,3
3,11,10,20,3
4,16,5,20,3
5,10,11,20,3
1,7,4,10,3
2,0,10,10,3
3,8,5,10,3
4,9,4,10,3
5,0,12,10,3
1,0,100,100,4
2,0,100,100,4
3,0,100,100,4
4,0,100,100,4
5,0,100,100,4
1,0,90,90,4
2,0,90,90,4
3,0,90,90,4
4,0,90,90,4
5,0,90,90,4
1,0,80,80,4
2,0,80,80,4
3,0,80,80,4
4,0,80,80,4
5,17,64,80,4
1,0,70,70,4
2,0,70,70,4
3,0,70,70,4
4,30,41,70,4
5,32,39,70,4
1,0,60,60,4
2,0,60,60,4
3,0,60,60,4
4,0,60,60,4
5,0,60,60,4
1,0,50,50,4
2,29,22,50,4
3,28,23,50,4
4,0,50,50,4
5,0,50,50,4
1,0,40,40,4
2,0,40,40,4
3,0,40,40,4
4,0,40,40,4
5,0,40,40,4
1,0,30,30,4
2,0,30,30,4
3,0,30,30,4
4,0,30,30,4
5,0,30,30,4
1,0,20,20,4
2,0,20,20,4
3,7,14,20,4
4,0,20,20,4
5,0,20,20,4
1,0,10,10,4
2,0,10,10,4
3,0,10,10,4
4,0,10,10,4
5,0,10,10,4
